"","outcome_id","learning_outcome","human_category","model_category","exact_match","Technique","model"
"1873",72,"Develop professional competence in written, verbal and graphic communication skills;","create","create","True","Auto-CoT_APO20","GPT-3.5"
"1874",73,"Evaluate best sources of knowledge for practical information needs.","evaluate","evaluate","True","Auto-CoT_APO20","GPT-3.5"
"1875",74,"Demonstrate advanced airway management skills including drug facilitated intubation.","apply","apply","True","Auto-CoT_APO20","GPT-3.5"
"1876",75,"Debate and critically analyse the treatment of indigenous rights in Australia, Canada, New Zealand and United States;","analyze","analyze","True","Auto-CoT_APO20","GPT-3.5"
"1877",76,"Categorise major techniques and approaches to software verification: theorem proving, model checking and model-based testing;","create","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1878",77,"Use practical skills to computationally model astrophysical systems.","apply","apply","True","Auto-CoT_APO20","GPT-3.5"
"1879",78,"Knowledge of the important components of experimental design","remember","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1880",79,"Outline and analyse how the cardiovascular, respiratory, sensory and endocrine systems respond to exercise in normal and extreme environments;","analyze","analyze","True","Auto-CoT_APO20","GPT-3.5"
"1881",80,"Peer review the work of other students and receive constructive feedback.","evaluate","evaluate","True","Auto-CoT_APO20","GPT-3.5"
"1882",81,"demonstrate a nuanced understanding of the complex and multifaceted issues that influence educational policy-making and leadership across national and international dimensions such as gender, economics, politics, and culture","understand","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1883",82,"Have a thorough understanding of the methods, capabilities and applications of electron microscopy for the characterization of advanced materials.","understand","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1884",83,"Locate, assess, and analyse historical evidence and debates;","analyze","analyze","True","Auto-CoT_APO20","GPT-3.5"
"1885",84,"critically analyse moderation approaches for ethically maintaining and managing a safe digital community;","analyze","analyze","True","Auto-CoT_APO20","GPT-3.5"
"1886",85,"Describe the historical and contemporary issues that influence Human Services practice","understand","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1887",86,"Distinguish between employees and other kinds of workers and critically evaluate the implications of the distinction for workers and employers;","evaluate","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1888",87,"Identify methods used for genetic diagnosis and screening of pre-implantation embryos","remember","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1889",88,"Explain changing delivery platforms for television and the ways contemporary television seeks new audiences;","understand","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1890",89,"Implement strategies to empower consumers and carers, service providers and community leaders, to determine and set priorities for change, facilitate decision making and advocate service options through the sharing of resources in a mutual educational process.","apply","evaluate","False","Auto-CoT_APO20","GPT-3.5"
"1891",90,"Be able to critically reflect on their and others performance during the production process","analyze","evaluate","False","Auto-CoT_APO20","GPT-3.5"
"1892",91,"compare and contrast perspectives within theoretical debates about the classification of certain actions as crime;","evaluate","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1893",92,"Reflect effectively on the making process and the value of trial and error","analyze","evaluate","False","Auto-CoT_APO20","GPT-3.5"
"1894",93,"Generate and present respectful scholarship that is informed by Indigenous and non-Indigenous perspectives on racialised inequality within the criminal justice system.","create","create","True","Auto-CoT_APO20","GPT-3.5"
"1895",94,"Research a story, conduct interviews and gather appropriate actuality material in the sound medium to produce an audio broadcast;","create","create","True","Auto-CoT_APO20","GPT-3.5"
"1896",95,"Examine whether and how curriculum alignment meets stated aims of greater equity around learners' educational outcomes","analyze","analyze","True","Auto-CoT_APO20","GPT-3.5"
"1897",96,"Identify appropriate competencies for the practice domains that intersect with mental health, including legal and statutory responsibilities.","remember","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1898",97,"identify the goals of behaviour analysis as a science (i.e., description, prediction, control)","remember","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1899",98,"Describe different quantitative and quantitative research methods and methodologies, and critique research strategies relevant to occupational therapy practice.","evaluate","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1900",99,"Formulate and communicate strategies to provide safe and nutritious food in food service settings.","create","create","True","Auto-CoT_APO20","GPT-3.5"
"1901",100,"Knowledge of key concepts and perspectives used in sociological analysis;","remember","understand","False","Auto-CoT_APO20","GPT-3.5"
"1902",101,"Identify the policy and related funding issues surrounding care and treatment of the client with stable or progressive neurological disease;","remember","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1903",102,"Discuss the limitations of techniques available to manipulate reproduction in animals","understand","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1904",103,"Manage workloads to meet deadlines;","apply","apply","True","Auto-CoT_APO20","GPT-3.5"
"1905",104,"Summarise research findings concisely, clearly and sequentially;","create","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1906",105,"Identify promising new research areas in the context of theoretical debates in their discipline;","remember","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1907",106,"Critically evaluate controversial nutrition issues in local and international settings.","evaluate","evaluate","True","Auto-CoT_APO20","GPT-3.5"
"1908",107,"Evaluate the evidence-base for management strategies or interventions with children, adolescents and their families presenting with mental health difficulties.","evaluate","evaluate","True","Auto-CoT_APO20","GPT-3.5"
"1909",108,"Recognise and reflect of how Australian lawyers might adapt when dealing with Asian legal institutions and legal professionals","remember","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1910",109,"Demonstrate an awareness of the reach and importance of numerical methods in science, engineering, finance and technology.","apply","understand","False","Auto-CoT_APO20","GPT-3.5"
"1911",110,"demonstrate reflective skills regarding the use of cognitive tests in professional practice.","apply","evaluate","False","Auto-CoT_APO20","GPT-3.5"
"1912",111,"Synthesise the complex interacting factors that contribute to notions of culture and cultural relationships, health and illness and multicultural diversity to professional practice and citizenship.","create","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1913",112,"Conduct research in corporate insolvency law based on knowledge of appropriate research principle and methods","apply","analyze","False","Auto-CoT_APO20","GPT-3.5"
"1914",113,"Evaluate the key factors in shaping the evolution of cinema as a technology, as a business and as an art;","evaluate","evaluate","True","Auto-CoT_APO20","GPT-3.5"
"1915",114,"understand the roles and functions of different marketing stakeholders","understand","understand","True","Auto-CoT_APO20","GPT-3.5"
"1916",115,"Convey to a non-specialist audience the relevance and value of genetics to human society;","create","understand","False","Auto-CoT_APO20","GPT-3.5"
